site_id,reading_date,PM_25,location,address,point,lat,lon
LW5,14/08/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,15/08/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,16/08/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,17/08/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,18/08/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,19/08/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,20/08/2020 00:00,10.794952681388011,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,21/08/2020 00:00,6.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,22/08/2020 00:00,7.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,23/08/2020 00:00,8.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,24/08/2020 00:00,9.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,25/08/2020 00:00,4.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,26/08/2020 00:00,7.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,27/08/2020 00:00,10.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,28/08/2020 00:00,3.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,29/08/2020 00:00,6.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,30/08/2020 00:00,8.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,31/08/2020 00:00,8.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,01/09/2020 00:00,14.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,02/09/2020 00:00,11.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
LW5,03/09/2020 00:00,8.0,Deptford,"Deptford,London, United Kingdom","(51.4807988, -0.0231099)",51.4807988,-0.0231099
